doi,n_xyz_total,n_xyz_matched,n_leaves_total,n_leaves_with_any_label
10.1039/D4CP00496E,3,0,1,0
10.1039/D4CP00518J,150,0,1,0
10.1039/D4CP00522H,1,0,1,0
10.1039/D4CP00542B,1,0,1,0
10.1039/D4CP00601A,1,0,1,0
10.1039/D4CP00632A,1,0,1,0
10.1039/D4CP00657G,116,0,1,0
10.1039/D4CP00671B,85,0,2,0
10.1039/D4CP00673A,7,0,1,0
10.1039/D4CP00683F,10,0,5,0
10.1039/D4CP00723A,7,0,1,0
10.1039/D4CP00793J,2,0,1,0
10.1039/D4CP00819G,1,0,1,0
10.1039/D4CP00875H,18,0,1,0
10.1039/D4CP00885E,2,0,1,0
10.1039/D4CP00929K,4,0,1,0
10.1039/D4CP01082E,5,0,1,0
10.1039/D4CP01129E,3,0,1,0
10.1039/D4CP01247J,2,0,1,0
10.1039/D4CP01257G,4,0,1,0
10.1039/D4CP01282H,42,0,1,0
10.1039/D4CP01327A,24,0,6,0
10.1039/D4CP01373E,2,0,1,0
10.1039/D4CP01383B,2,0,1,0
10.1039/D4CP01397B,1,0,1,0
10.1039/D4CP01398K,3,0,1,0
10.1039/D4CP01453G,111,0,1,0
10.1039/D4CP01539H,68,0,68,0
10.1039/D4CP01544D,1,0,1,0
10.1039/D4CP01613K,35,0,1,0
10.1039/D4CP01645A,12,0,1,0
10.1039/D4CP01654H,3,0,1,0
10.1039/D4CP01661K,29,0,1,0
10.1039/D4CP01663G,16,0,16,0
10.1039/D4CP01700E,298,0,1,0
10.1039/D4CP01701C,4,0,1,0
10.1039/D4CP01725K,320,0,1,0
10.1039/D4CP01733A,1,0,1,0
10.1039/D4CP01787K,1,0,1,0
10.1039/D4CP01858C,3,0,1,0
10.1039/D4CP01865F,61,19,61,19
10.1039/D4CP01866D,1,0,1,0
10.1039/D4CP01873G,1,0,1,0
10.1039/D4CP01898B,7,0,1,0
10.1039/D4CP01999G,18,0,1,0
10.1039/D4CP02116A,2,0,1,0
10.1039/D4CP02187H,3,0,1,0
10.1039/D4CP02189D,9,1,1,1
10.1039/D4CP02270J,2,0,1,0
10.1039/D4CP02289K,4,0,1,0
10.1039/D4CP02300E,1,0,1,0
10.1039/D4CP02329C,84,0,1,0
10.1039/D4CP02351J,9,0,1,0
10.1039/D4CP02383H,1,0,1,0
10.1039/D4CP02400A,107,0,1,0
10.1039/D4CP02402H,9,0,1,0
10.1039/D4CP02521K,12,1,1,1
10.1039/D4CP02542C,4,0,4,0
10.1039/D4CP02551B,10,0,1,0
10.1039/D4CP02576H,41,0,40,0
10.1039/D4CP02613F,1,0,1,0
10.1039/D4CP02644F,2,0,1,0
10.1039/D4CP02660H,92,0,1,0
10.1039/D4CP02715A,2,0,1,0
10.1039/D4CP02719A,12,0,1,0
10.1039/D4CP02747G,60,0,1,0
10.1039/D4CP02770A,8,0,8,0
10.1039/D4CP02777A,48,0,1,0
10.1039/D4CP02851A,3,0,1,0
10.1039/D4CP02920H,17,0,1,0
10.1039/D4CP02996H,1,0,1,0
10.1039/D4CP03076A,4,0,1,0
10.1039/D4CP03097D,18,0,1,0
10.1039/D4CP03153A,1,0,1,0
10.1039/D4CP03168G,58,0,58,0
10.1039/D4CP03171G,1,0,1,0
10.1039/D4CP03272A,6,0,1,0
10.1039/D4CP03349C,90,0,1,0
10.1039/D4CP03352C,3,0,1,0
10.1039/D4CP03368J,1,0,1,0
10.1039/D4CP03371J,97,0,97,0
10.1039/D4CP03376K,9,0,1,0
10.1039/D4CP03397C,12,0,1,0
10.1039/D4CP03447C,79,0,1,0
10.1039/D4CP03473B,1,0,1,0
10.1039/D4CP03475A,9,0,1,0
10.1039/D4CP03497J,2,0,1,0
10.1039/D4CP03530E,2,0,1,0
10.1039/D4CP03583F,118,113,1,1
10.1039/D4CP03615H,94,0,1,0
10.1039/D4CP03655G,1,0,1,0
10.1039/D4CP03678F,29,29,1,1
10.1039/D4CP03716B,103,0,52,0
10.1039/D4CP03825H,3,0,1,0
10.1039/D4CP03837A,15,0,1,0
10.1039/D4CP03840A,17,0,1,0
10.1039/D4CP03948C,2,0,1,0
10.1039/D4CP04057K,24,0,1,0
10.1039/D4CP04088K,1,0,1,0
10.1039/D4CP04168B,57,0,1,0
10.1039/D4CP04241G,64,0,1,0
10.1039/D4CP04358H,5,0,5,0
10.1039/D4CP04386C,18,0,1,0
10.1039/D4CP04393F,8,0,1,0
10.1039/D4CP04437A,33,0,1,0
10.1039/D4CP04444D,6,0,1,0
10.1039/D4CP04487H,256,0,1,0
10.1039/D4CP04569F,97,0,97,0
10.1039/D4CP04577G,1,0,1,0
10.1039/D4CP04594G,4,0,1,0
10.1039/D4CP04663C,16,0,16,0
10.1039/D4CP04689G,4,0,1,0
10.1039/D4CP04699D,92,0,1,0
10.1039/D4CP04725G,4,0,1,0
10.1039/D4CP04742G,7,0,1,0
10.1039/D4CP04794J,1,0,1,0
10.1039/D4CP04800H,10,0,1,0
10.1039/D4CP04879B,28,0,1,0
10.1039/D4CP04903A,60,0,1,0
10.1039/D4CP04908J,50,0,41,0
10.1039/D4CY00044G,5,0,1,0
10.1039/D4CY00051J,4,0,1,0
10.1039/D4CY00202D,2,0,1,0
10.1039/D4CY00217B,108,0,108,0
10.1039/D4CY00224E,324,0,6,0
10.1039/D4CY00256C,1,0,1,0
10.1039/D4CY00261J,124,0,2,0
10.1039/D4CY00431K,1,0,1,0
10.1039/D4CY00448E,1,0,1,0
10.1039/D4CY00451E,6,0,3,0
10.1039/D4CY00470A,185,0,1,0
10.1039/D4CY00481G,29,0,1,0
10.1039/D4CY00482E,2,0,2,0
10.1039/D4CY00516C,76,0,1,0
10.1039/D4CY00522H,26,0,2,0
10.1039/D4CY00531G,2,0,1,0
10.1039/D4CY00532E,2,0,1,0
10.1039/D4CY00545G,1,0,1,0
10.1039/D4CY00658E,26,0,1,0
10.1039/D4CY00715H,7,0,1,0
10.1039/D4CY00937A,61,0,1,0
10.1039/D4CY00952E,8,0,1,0
10.1039/D4CY00969J,4,0,1,0
10.1039/D4CY00971A,1,0,1,0
10.1039/D4CY00981A,36,0,1,0
10.1039/D4CY00983E,1,0,1,0
10.1039/D4CY00987H,27,0,1,0
10.1039/D4CY00992D,2,0,1,0
10.1039/D4CY00995A,126,0,2,0
10.1039/D4CY00999A,30,3,1,1
10.1039/D4CY01000K,1,0,1,0
10.1039/D4CY01029A,111,0,1,0
10.1039/D4CY01035C,2,0,1,0
10.1039/D4CY01096E,21,0,1,0
10.1039/D4CY01109K,4,0,1,0
10.1039/D4CY01118J,46,0,1,0
10.1039/D4CY01130A,150,0,3,0
10.1039/D4CY01160K,1,0,1,0
10.1039/D4CY01191K,101,0,2,0
10.1039/D4CY01225A,18,0,1,0
10.1039/D4CY01278J,1,0,1,0
10.1039/D4CY01288G,2,0,1,0
10.1039/D4CY01302F,150,0,3,0
10.1039/D4CY01327A,1,0,1,0
10.1039/D4CY01346H,8,0,2,0
10.1039/D4CY01350F,99,0,2,0
10.1039/D4CY01353K,6,0,1,0
10.1039/D4CY01357C,27,0,1,0
10.1039/D4CY01391C,5,0,1,0
10.1039/D4CY01401D,3,0,1,0
10.1039/D4CY01439A,1,0,1,0
10.1039/D4CY01460J,86,0,2,0
10.1039/D4CY01468E,2,0,1,0
10.1039/D4CY01517G,1,0,1,0
10.1039/D4CY01558D,4,0,1,0
10.1039/D4DT00063C,17,0,1,0
10.1039/D4DT00079J,8,0,3,0
10.1039/D4DT00085D,6,4,1,1
10.1039/D4DT00102H,8,0,1,0
10.1039/D4DT00116H,1,0,1,0
10.1039/D4DT00125G,82,0,1,0
10.1039/D4DT00132J,29,0,1,0
10.1039/D4DT00134F,1,0,1,0
10.1039/D4DT00135D,2,0,1,0
10.1039/D4DT00171K,1,0,1,0
10.1039/D4DT00239C,10,0,1,0
10.1039/D4DT00265B,3,0,1,0
10.1039/D4DT00295D,201,0,1,0
10.1039/D4DT00357H,1,1,1,1
10.1039/D4DT00374H,2,0,1,0
10.1039/D4DT00378K,21,0,1,0
10.1039/D4DT00380B,263,0,1,0
10.1039/D4DT00394B,1,0,1,0
10.1039/D4DT00406J,3,0,1,0
10.1039/D4DT00443D,24,0,1,0
10.1039/D4DT00582A,5,0,1,0
10.1039/D4DT00595C,5,0,5,0
10.1039/D4DT00605D,2,0,1,0
10.1039/D4DT00627E,2,0,1,0
10.1039/D4DT00636D,48,0,2,0
10.1039/D4DT00733F,1,0,1,0
10.1039/D4DT00734D,45,0,1,0
10.1039/D4DT00808A,10,0,1,0
10.1039/D4DT00823E,6,0,1,0
10.1039/D4DT00824C,22,0,1,0
10.1039/D4DT00827H,39,0,1,0
10.1039/D4DT00834K,16,0,1,0
10.1039/D4DT00838C,42,0,1,0
10.1039/D4DT00853G,9,0,1,0
10.1039/D4DT00895B,21,0,1,0
10.1039/D4DT00919C,2,0,1,0
10.1039/D4DT00922C,15,0,1,0
10.1039/D4DT00937A,26,0,26,0
10.1039/D4DT00975D,1,0,1,0
10.1039/D4DT00996G,3,0,1,0
10.1039/D4DT01022A,3,0,1,0
10.1039/D4DT01042F,6,0,1,0
10.1039/D4DT01043D,5,0,1,0
10.1039/D4DT01056F,36,0,1,0
10.1039/D4DT01067A,14,14,1,1
10.1039/D4DT01077A,4,0,1,0
10.1039/D4DT01110D,4,0,1,0
10.1039/D4DT01112K,5,0,2,0
10.1039/D4DT01150C,9,9,1,1
10.1039/D4DT01166J,23,0,23,0
10.1039/D4DT01170H,16,0,2,0
10.1039/D4DT01225A,9,0,1,0
10.1039/D4DT01250J,1,0,1,0
10.1039/D4DT01273A,6,0,1,0
10.1039/D4DT01283F,6,0,1,0
10.1039/D4DT01301H,20,0,1,0
10.1039/D4DT01308E,24,0,1,0
10.1039/D4DT01345J,2,0,1,0
10.1039/D4DT01356E,2,0,1,0
10.1039/D4DT01367K,21,16,1,1
10.1039/D4DT01371A,5,0,1,0
10.1039/D4DT01400F,5,0,1,0
10.1039/D4DT01422G,32,0,1,0
10.1039/D4DT01453G,12,0,1,0
10.1039/D4DT01463D,6,0,1,0
10.1039/D4DT01487A,3,0,1,0
10.1039/D4DT01513D,4,0,1,0
10.1039/D4DT01518E,1,0,1,0
10.1039/D4DT01520G,16,3,1,1
10.1039/D4DT01531B,1,0,1,0
10.1039/D4DT01560F,10,0,1,0
10.1039/D4DT01573H,8,0,1,0
10.1039/D4DT01629G,3,0,1,0
10.1039/D4DT01655F,7,0,1,0
10.1039/D4DT01661K,5,0,1,0
10.1039/D4DT01670J,9,0,9,0
10.1039/D4DT01689K,5,0,1,0
10.1039/D4DT01706D,50,0,1,0
10.1039/D4DT01738B,8,0,1,0
10.1039/D4DT01760A,1,0,1,0
10.1039/D4DT01765J,11,0,11,0
10.1039/D4DT01774A,23,0,1,0
10.1039/D4DT01791A,17,0,1,0
10.1039/D4DT01798F,2,0,1,0
10.1039/D4DT01800A,8,0,1,0
10.1039/D4DT01828A,2,0,2,0
10.1039/D4DT01848F,4,0,1,0
10.1039/D4DT01852D,5,0,1,0
10.1039/D4DT01866D,33,2,1,1
10.1039/D4DT01955E,164,0,1,0
10.1039/D4DT01981D,23,0,1,0
10.1039/D4DT02001D,2,0,1,0
10.1039/D4DT02047B,13,0,1,0
10.1039/D4DT02063D,1,0,1,0
10.1039/D4DT02067G,7,0,1,0
10.1039/D4DT02081B,21,0,1,0
10.1039/D4DT02090A,10,0,1,0
10.1039/D4DT02139H,49,8,1,1
10.1039/D4DT02152E,9,0,1,0
10.1039/D4DT02197E,18,0,1,0
10.1039/D4DT02225D,38,0,1,0
10.1039/D4DT02233E,96,96,1,1
10.1039/D4DT02235A,7,0,1,0
10.1039/D4DT02395A,18,0,1,0
10.1039/D4DT02442G,40,0,1,0
10.1039/D4DT02452D,89,0,1,0
10.1039/D4DT02453B,22,0,1,0
10.1039/D4DT02496F,22,0,2,0
10.1039/D4DT02508C,209,0,1,0
10.1039/D4DT02521K,2,0,1,0
10.1039/D4DT02538E,1,0,1,0
10.1039/D4DT02567A,32,1,1,1
10.1039/D4DT02588A,3,0,1,0
10.1039/D4DT02606C,30,1,1,1
10.1039/D4DT02650K,267,0,1,0
10.1039/D4DT02656J,9,0,1,0
10.1039/D4DT02681K,1,0,1,0
10.1039/D4DT02703E,40,0,1,0
10.1039/D4DT02708F,20,0,1,0
10.1039/D4DT02744B,36,0,1,0
10.1039/D4DT02757D,12,0,1,0
10.1039/D4DT02761B,1,0,1,0
10.1039/D4DT02783C,24,0,1,0
10.1039/D4DT02830A,1,0,1,0
10.1039/D4DT02855D,1,0,1,0
10.1039/D4DT02869D,57,0,1,0
10.1039/D4DT02872D,33,28,1,1
10.1039/D4DT02909G,1,0,1,0
10.1039/D4DT02911A,4,0,1,0
10.1039/D4DT02914C,46,0,1,0
10.1039/D4DT02917H,43,0,1,0
10.1039/D4DT02923B,28,0,2,0
10.1039/D4DT02924K,4,0,1,0
10.1039/D4DT02936D,2,0,1,0
10.1039/D4DT02973A,6,0,1,0
10.1039/D4DT02997F,14,0,12,0
10.1039/D4DT03012E,16,0,1,0
10.1039/D4DT03019B,56,0,1,0
10.1039/D4DT03063J,3,0,1,0
10.1039/D4DT03065F,1866,0,1,0
10.1039/D4DT03091E,1,0,1,0
10.1039/D4DT03095H,3,0,1,0
10.1039/D4DT03124E,28,0,1,0
10.1039/D4DT03137G,15,0,2,0
10.1039/D4DT03146F,1317,0,1,0
10.1039/D4DT03173C,49,0,1,0
10.1039/D4DT03182B,79,0,1,0
10.1039/D4DT03221G,24,24,1,1
10.1039/D4DT03244F,8,0,1,0
10.1039/D4DT03246B,68,0,1,0
10.1039/D4DT03261F,1,0,1,0
10.1039/D4DT03265A,38,0,1,0
10.1039/D4DT03281K,5,0,1,0
10.1039/D4DT03294B,1,0,1,0
10.1039/D4DT03342F,79,0,1,0
10.1039/D4DT03363A,22,0,2,0
10.1039/D4DT03364G,5,0,1,0
10.1039/D4DT03375B,20,0,2,0
10.1039/D4DT03409K,39,0,2,0
10.1039/D4DT03425B,127,0,1,0
10.1039/D4DT03460K,19,0,1,0
10.1039/D4DT03489A,17,0,2,0
10.1039/D4DT03497J,2,0,1,0
10.1039/D4DT03498H,9,0,1,0
10.1039/D4DT03507K,8,0,1,0
10.1039/D4DT03513E,7,0,1,0
10.1039/D4DT03519D,38,0,1,0
10.1039/D4DT03571B,14,0,1,0
10.1039/D4EE00134F,7,0,1,0
10.1039/D4EE00214H,2,0,2,0
10.1039/D4EE00331D,11,0,1,0
10.1039/D4EE00407H,2,0,2,0
10.1039/D4EE00493K,1,0,1,0
10.1039/D4EE00572D,1,0,1,0
10.1039/D4EE00942H,2,0,2,0
10.1039/D4EE01258E,1,0,1,0
10.1039/D4EE01309C,15,0,1,0
10.1039/D4EE01409J,1,0,1,0
10.1039/D4EE01436G,2,0,2,0
10.1039/D4EE01483A,24,0,3,0
10.1039/D4EE01560F,2,0,2,0
10.1039/D4EE01608D,1,0,1,0
10.1039/D4EE01622J,10,0,2,0
10.1039/D4EE01793E,2,0,1,0
10.1039/D4EE01867B,3,0,1,0
10.1039/D4EE01885K,12,0,4,0
10.1039/D4EE01912A,2,0,2,0
10.1039/D4EE02010C,1,0,1,0
10.1039/D4EE02151G,2,0,1,0
10.1039/D4EE02359E,2,0,1,0
10.1039/D4EE02375G,6,0,2,0
10.1039/D4EE02414A,2,0,1,0
10.1039/D4EE02479F,1,0,1,0
10.1039/D4EE02510E,2,0,2,0
10.1039/D4EE02519A,2,0,2,0
10.1039/D4EE02671C,4,0,2,0
10.1039/D4EE02835J,1,0,1,0
10.1039/D4EE02839B,2,0,1,0
10.1039/D4EE02867H,2,0,2,0
10.1039/D4EE03148B,1,0,1,0
10.1039/D4EE03217A,4,0,2,0
10.1039/D4EE03240C,2,0,1,0
10.1039/D4EE03293D,3,0,1,0
10.1039/D4EE03444A,3,0,1,0
10.1039/D4EE03508A,2,0,2,0
10.1039/D4EE03673E,3,0,1,0
10.1039/D4EE03762F,8,0,1,0
10.1039/D4EE03982C,1,0,1,0
10.1039/D4EE03987D,12,0,1,0
10.1039/D4EE04208E,1,0,1,0
10.1039/D4EE04282D,5,0,1,0
10.1039/D4EE04382K,6,0,2,0
10.1039/D4EE04739G,3,0,3,0
10.1039/D4EE04861J,2,0,1,0
10.1039/D4EE04878D,2,0,1,0
10.1039/D4EE04879B,2,0,1,0
10.1039/D4EE05056H,2,0,2,0
10.1039/D4EE05340K,1,0,1,0
10.1039/D4EE05379F,1,0,1,0
10.1039/D4EE05681G,1,0,1,0
10.1039/D4EE05818F,4,0,2,0
10.1039/D4EE05829A,4,0,1,0
10.1039/D4EE05866F,2,0,2,0
10.1039/D4EE05873A,2,0,1,0
10.1039/D4EE05894A,1,0,1,0
10.1039/D4EE06113F,1,0,1,0
10.1039/D4EE06192F,6,0,3,0
10.1039/D4FD00072B,98,0,53,0
10.1039/D4FD00081A,2,0,1,0
10.1039/D4FD00103F,7,0,1,0
10.1039/D4FD00108G,5,0,1,0
10.1039/D4GC00073K,10,0,1,0
10.1039/D4GC00132J,1,0,1,0
10.1039/D4GC00292J,8,2,1,1
10.1039/D4GC00338A,3,0,1,0
10.1039/D4GC00408F,1,0,1,0
10.1039/D4GC00440J,1,0,1,0
10.1039/D4GC00551A,4,0,1,0
10.1039/D4GC00622D,18,0,1,0
10.1039/D4GC00664J,9,9,1,1
10.1039/D4GC00703D,24,0,1,0
10.1039/D4GC00746H,6,0,1,0
10.1039/D4GC01038H,5,0,1,0
10.1039/D4GC01134A,7,0,1,0
10.1039/D4GC01238K,22,22,1,1
10.1039/D4GC01389A,1,0,1,0
10.1039/D4GC01997K,6,0,1,0
10.1039/D4GC02006E,2,0,1,0
10.1039/D4GC02101K,29,0,1,0
10.1039/D4GC02215G,1,0,1,0
10.1039/D4GC02268H,8,0,1,0
10.1039/D4GC02385D,1,0,1,0
10.1039/D4GC02807D,8,8,1,1
10.1039/D4GC03226H,33,0,1,0
10.1039/D4GC03330B,2,0,1,0
10.1039/D4GC03588G,14,0,1,0
10.1039/D4GC03624G,29,0,1,0
10.1039/D4GC03793F,3,0,1,0
10.1039/D4GC03803G,1,0,1,0
10.1039/D4GC03834G,11,0,1,0
10.1039/D4GC04373A,5,0,1,0
10.1039/D4GC04409F,12,6,1,1
10.1039/D4GC04411H,2,0,1,0
10.1039/D4GC04550E,15,0,1,0
10.1039/D4GC04572F,27,0,1,0
10.1039/D4GC04895D,3,0,1,0
10.1039/D4GC04900D,1,0,1,0
10.1039/D4GC04927F,6,0,1,0
10.1039/D4GC05276E,3,0,1,0
10.1039/D4GC05355A,27,0,1,0
10.1039/D4GC05612D,1,0,1,0
10.1039/D4GC05728G,2,0,1,0
10.1039/D4GC05761A,1,0,1,0
10.1039/D4GC05827E,7,0,1,0
10.1039/D4GC05875E,2,0,1,0
10.1039/D4GC05884D,45,0,1,0
10.1039/D4GC05916F,23,0,1,0
10.1039/D4GC05977H,2,0,1,0
10.1039/D4GC06172A,3,0,1,0
10.1039/D4GC06245K,1,0,1,0
10.1039/D4GC06307D,3,0,1,0
10.1039/D4GC06310D,10,0,1,0
10.1039/D4GC06312K,1,0,1,0
10.1039/D4GC06444E,1,0,1,0
10.1039/D4GC06456A,11,0,1,0
10.1039/D4NJ00059E,1,0,1,0
10.1039/D4NJ00144C,2,0,1,0
10.1039/D4NJ00189C,107,0,1,0
10.1039/D4NJ00194J,87,0,1,0
10.1039/D4NJ00290C,1,0,1,0
10.1039/D4NJ00349G,17,0,2,0
10.1039/D4NJ00361F,2,0,1,0
10.1039/D4NJ00430B,1,0,1,0
10.1039/D4NJ00443D,1,0,1,0
10.1039/D4NJ00446A,1,0,1,0
10.1039/D4NJ00455H,108,0,1,0
10.1039/D4NJ00552J,2,0,1,0
10.1039/D4NJ00644E,2,0,2,0
10.1039/D4NJ00729H,9,0,1,0
10.1039/D4NJ00796D,10,9,1,1
10.1039/D4NJ00820K,54,0,1,0
10.1039/D4NJ00913D,18,0,1,0
10.1039/D4NJ00924J,8,0,1,0
10.1039/D4NJ00995A,90,0,3,0
10.1039/D4NJ01001A,3,0,1,0
10.1039/D4NJ01048E,4,0,1,0
10.1039/D4NJ01100G,16,0,1,0
10.1039/D4NJ01102C,8,0,1,0
10.1039/D4NJ01197J,48,0,1,0
10.1039/D4NJ01262C,102,0,1,0
10.1039/D4NJ01266F,2,0,1,0
10.1039/D4NJ01350F,6,0,1,0
10.1039/D4NJ01359J,2,0,1,0
10.1039/D4NJ01435A,7,0,1,0
10.1039/D4NJ01679C,1,0,1,0
10.1039/D4NJ01693A,1,0,1,0
10.1039/D4NJ01729C,3,0,1,0
10.1039/D4NJ01788A,3,0,1,0
10.1039/D4NJ01986E,104,0,1,0
10.1039/D4NJ02105C,14,0,1,0
10.1039/D4NJ02174F,145,0,1,0
10.1039/D4NJ02176B,28,0,1,0
10.1039/D4NJ02284J,4,0,1,0
10.1039/D4NJ02288B,16,0,1,0
10.1039/D4NJ02371D,23,0,1,0
10.1039/D4NJ02404D,4,0,1,0
10.1039/D4NJ02574A,2,0,1,0
10.1039/D4NJ02575J,14,0,1,0
10.1039/D4NJ02588A,16,0,1,0
10.1039/D4NJ02628D,25,0,1,0
10.1039/D4NJ02651A,35,0,1,0
10.1039/D4NJ02699C,7,0,1,0
10.1039/D4NJ02771J,48,0,1,0
10.1039/D4NJ02773F,66,0,1,0
10.1039/D4NJ02811B,2,0,1,0
10.1039/D4NJ02824D,59,0,1,0
10.1039/D4NJ02845G,6,0,1,0
10.1039/D4NJ02934H,14,0,1,0
10.1039/D4NJ02946A,97,0,1,0
10.1039/D4NJ02949F,1,0,1,0
10.1039/D4NJ02991G,2,0,1,0
10.1039/D4NJ03011G,6,0,1,0
10.1039/D4NJ03076A,20,0,1,0
10.1039/D4NJ03105A,4,0,1,0
10.1039/D4NJ03111C,12,0,1,0
10.1039/D4NJ03128H,5,0,1,0
10.1039/D4NJ03140G,7,0,1,0
10.1039/D4NJ03239J,1,0,1,0
10.1039/D4NJ03276D,10,10,1,1
10.1039/D4NJ03295K,1,0,1,0
10.1039/D4NJ03342F,4,0,1,0
10.1039/D4NJ03347G,1,0,1,0
10.1039/D4NJ03476G,5,1,1,1
10.1039/D4NJ03517H,23,0,1,0
10.1039/D4NJ03762F,8,0,1,0
10.1039/D4NJ03862B,20,0,1,0
10.1039/D4NJ03904A,3,0,1,0
10.1039/D4NJ03925D,1,0,1,0
10.1039/D4NJ03965C,2,0,1,0
10.1039/D4NJ04106B,28,0,1,0
10.1039/D4NJ04115A,66,0,1,0
10.1039/D4NJ04211E,5,0,1,0
10.1039/D4NJ04234D,37,0,1,0
10.1039/D4NJ04328F,13,0,1,0
10.1039/D4NJ04426F,1,0,1,0
10.1039/D4NJ04456H,25,0,1,0
10.1039/D4NJ04483E,4,0,1,0
10.1039/D4NJ04500A,198,0,1,0
10.1039/D4NJ04720F,27,0,1,0
10.1039/D4NJ04755A,8,0,1,0
10.1039/D4NJ04837G,14,14,1,1
10.1039/D4NJ04856C,15,0,1,0
10.1039/D4NJ04975F,4,0,1,0
10.1039/D4NJ05047A,14,0,1,0
10.1039/D4NJ05131A,2,0,1,0
10.1039/D4NJ05133E,3,0,1,0
10.1039/D4NJ05188B,2,0,1,0
10.1039/D4NJ05243A,1,0,1,0
10.1039/D4NJ05337K,62,0,1,0
10.1039/D4NJ05507A,4,0,1,0
10.1039/D4NJ05517A,41,0,1,0
10.1039/D4OB00011K,45,0,1,0
10.1039/D4OB00049H,18,15,1,1
10.1039/D4OB00077C,25,0,1,0
10.1039/D4OB00088A,5,0,1,0
10.1039/D4OB00091A,12,0,1,0
10.1039/D4OB00095A,5,0,1,0
10.1039/D4OB00160E,74,0,1,0
10.1039/D4OB00252K,2,0,1,0
10.1039/D4OB00267A,192,0,1,0
10.1039/D4OB00272E,4,0,1,0
10.1039/D4OB00291A,12,0,1,0
10.1039/D4OB00301B,115,0,1,0
10.1039/D4OB00346B,58,0,1,0
10.1039/D4OB00363B,10,0,1,0
10.1039/D4OB00380B,14,0,1,0
10.1039/D4OB00387J,11,0,1,0
10.1039/D4OB00408F,18,0,1,0
10.1039/D4OB00451E,4,0,1,0
10.1039/D4OB00488D,28,0,1,0
10.1039/D4OB00530A,13,0,1,0
10.1039/D4OB00539B,13,0,1,0
10.1039/D4OB00554F,4,0,1,0
10.1039/D4OB00558A,17,0,1,0
10.1039/D4OB00606B,18,0,1,0
10.1039/D4OB00607K,23,0,1,0
10.1039/D4OB00620H,14,0,1,0
10.1039/D4OB00623B,18,0,1,0
10.1039/D4OB00649F,28,0,1,0
10.1039/D4OB00677A,21,0,1,0
10.1039/D4OB00683F,27,0,1,0
10.1039/D4OB00691G,2,0,1,0
10.1039/D4OB00714J,2,0,1,0
10.1039/D4OB00745J,19,0,1,0
10.1039/D4OB00768A,52,0,1,0
10.1039/D4OB00831F,16,0,2,0
10.1039/D4OB00853G,31,31,1,1
10.1039/D4OB00914B,12,0,1,0
10.1039/D4OB00915K,51,0,1,0
10.1039/D4OB00928B,1,0,1,0
10.1039/D4OB00941J,2,0,1,0
10.1039/D4OB00951G,1,0,1,0
10.1039/D4OB00970C,22,0,1,0
10.1039/D4OB00973H,32,0,1,0
10.1039/D4OB01014K,14,0,1,0
10.1039/D4OB01023J,8,0,1,0
10.1039/D4OB01113A,14,0,1,0
10.1039/D4OB01122H,29,14,1,1
10.1039/D4OB01127A,58,0,1,0
10.1039/D4OB01166J,1,0,1,0
10.1039/D4OB01170H,31,0,1,0
10.1039/D4OB01185F,60,0,1,0
10.1039/D4OB01198H,1,0,1,0
10.1039/D4OB01216J,6,0,6,0
10.1039/D4OB01228C,1,0,1,0
10.1039/D4OB01245C,176,0,1,0
10.1039/D4OB01263A,52,0,1,0
10.1039/D4OB01268B,1,0,1,0
10.1039/D4OB01283F,4,0,1,0
10.1039/D4OB01305K,29,0,1,0
10.1039/D4OB01330A,9,0,1,0
10.1039/D4OB01352B,4,0,1,0
10.1039/D4OB01377H,2,0,1,0
10.1039/D4OB01384K,73,0,1,0
10.1039/D4OB01394H,70,0,1,0
10.1039/D4OB01400F,13,13,1,1
10.1039/D4OB01415D,1,1,1,1
10.1039/D4OB01447B,3,0,1,0
10.1039/D4OB01449A,89,0,1,0
10.1039/D4OB01459F,115,0,1,0
10.1039/D4OB01516A,37,1,1,1
10.1039/D4OB01576B,30,18,1,1
10.1039/D4OB01593B,22,0,1,0
10.1039/D4OB01642D,20,0,1,0
10.1039/D4OB01658K,3,0,1,0
10.1039/D4OB01723D,1,0,1,0
10.1039/D4OB01727G,9,0,1,0
10.1039/D4OB01735H,8,0,1,0
10.1039/D4OB01798F,34,0,1,0
10.1039/D4OB01815J,8,0,1,0
10.1039/D4OB01835D,1,0,1,0
10.1039/D4OB01855A,4,0,1,0
10.1039/D4OB01865F,48,0,1,0
10.1039/D4OB01890G,6,6,1,1
10.1039/D4OB01911C,48,0,1,0
10.1039/D4OB01942C,49,0,2,0
10.1039/D4OB01959H,5195,0,1,0
10.1039/D4OB01968G,2,0,1,0
10.1039/D4OB02060J,6,0,1,0
10.1039/D4OB02073A,14,0,1,0
10.1039/D4OB02105C,2,0,1,0
10.1039/D4QI00096J,1,0,1,0
10.1039/D4QI00101J,1,0,1,0
10.1039/D4QI00160E,4,0,1,0
10.1039/D4QI00163J,29,0,1,0
10.1039/D4QI00178H,11,0,1,0
10.1039/D4QI00186A,28,0,1,0
10.1039/D4QI00210E,1,0,1,0
10.1039/D4QI00231H,1,0,1,0
10.1039/D4QI00268G,16,0,1,0
10.1039/D4QI00272E,1,0,1,0
10.1039/D4QI00314D,1,0,1,0
10.1039/D4QI00354C,40,0,1,0
10.1039/D4QI00552J,8,0,1,0
10.1039/D4QI00573B,6,0,1,0
